,location_id,latitude,longitude,IsDock
0,116,40.74177603,-74.00149746,0
1,119,40.69608941,-73.97803415,1
2,120,40.68676793,-73.95928168,1
3,127,40.73172428,-74.00674436,1
4,128,40.72710258,-74.00297088,0
5,143,40.69239502,-73.99337909,1
6,144,40.69839895,-73.98068914,1
7,146,40.71625008,-74.0091059,1
8,150,40.720873600000004,-73.98085795,1
9,151,40.722103786686,-73.997249007225,0
10,157,40.69089272,-73.99612349,1
11,161,40.72917025,-73.99810231,1
12,164,40.75323098,-73.97032517,0
13,167,40.7489006,-73.97604882,1
14,168,40.73971301,-73.99456405,0
15,173,40.7606832709659,-73.98452728986742,1
16,174,40.7381765,-73.97738662,1
17,195,40.70905623,-74.01043382,1
18,2000,40.70255088,-73.98940236,1
19,2002,40.716887,-73.96319799999999,1
20,2003,40.733812191966294,-73.9805442094803,1
21,2005,40.70531194,-73.97100056,1
22,2006,40.76590936,-73.97634151,0
23,2008,40.70569254,-74.01677685,0
24,2009,40.71117444,-73.99682619,1
25,2012,40.739445,-73.97680600000001,1
26,2017,40.75022392,-73.97121414,1
27,2021,40.75929124,-73.98859651,1
28,2022,40.759107,-73.959223,1
29,212,40.74334935,-74.00681753,1
30,216,40.70037867,-73.99548059,1
31,217,40.70277159,-73.99383605,1
32,223,40.73781509,-73.99994661,1
33,224,40.71146364,-74.00552427,1
34,228,40.7546011026,-73.971878855,0
35,229,40.72743423,-73.99379025,0
36,236,40.7284186,-73.98713956,1
37,237,40.73047309,-73.98672378,1
38,238,40.7361967,-74.00859207,1
39,239,40.69196566,-73.9813018,1
40,241,40.68981035,-73.97493121,1
41,242,40.697787,-73.973736,1
42,243,40.68841,-73.979458,1
43,244,40.69196035,-73.96536851,1
44,245,40.69327018,-73.97703874,1
45,247,40.73535398,-74.00483091,1
46,248,40.72185379,-74.00771779,1
47,249,40.71870987,-74.0090009,1
48,250,40.72456089,-73.99565293,0
49,251,40.72317958,-73.99480012,1
50,252,40.73226398,-73.99852205,1
51,254,40.73532427,-73.99800419,1
52,257,40.71939226,-74.00247214,1
53,258,40.68940747,-73.96885458,1
54,259,40.70122128,-74.01234218,0
55,260,40.70365182,-74.01167797,1
56,261,40.69474881,-73.98362464,1
57,262,40.6917823,-73.97372990000001,1
58,264,40.70706456,-74.00731853,1
59,265,40.72229346,-73.99147535,1
60,266,40.72368361,-73.97574813,1
61,267,40.75097711,-73.98765428,1
62,268,40.71910537,-73.99973337,0
63,270,40.69308257,-73.97178913,1
64,274,40.68691865,-73.976682,1
65,275,40.68650065,-73.96563307,1
66,276,40.71748752,-74.0104554,1
67,278,40.69766564,-73.98476437,1
68,279,40.707873,-74.00166999999999,1
69,280,40.73331967,-73.99510132,1
70,281,40.764397100000004,-73.97371465,0
71,282,40.7076449441757,-73.9684152603149,1
72,284,40.7390169121,-74.0026376103,0
73,285,40.73454567,-73.99074142,0
74,289,40.684568299999995,-73.95881081,1
75,291,40.713126,-73.984844,1
76,293,40.7302066052996,-73.9910262823105,0
77,295,40.71406667,-73.99293911,1
78,296,40.71413089,-73.99704679999999,1
79,297,40.734232,-73.986923,1
80,298,40.68683208,-73.9796772,1
81,3002,40.711512,-74.01575600000001,0
82,301,40.72217444,-73.98368779,1
83,3016,40.7203677529846,-73.96165072917941,1
84,302,40.72082834,-73.97793172,1
85,303,40.72362738,-73.99949601,0
86,304,40.70463334,-74.01361706,0
87,3041,40.67890679,-73.94142771,1
88,3042,40.6794268,-73.92989109999999,1
89,3043,40.6814598,-73.934903,1
90,3044,40.6800105,-73.938475,1
91,3046,40.682601,-73.938037,1
92,3047,40.682368700000005,-73.944118,1
93,3048,40.684020000000004,-73.94977,1
94,3049,40.68488,-73.96304,1
95,305,40.76095756,-73.96724467,1
96,3050,40.6851532,-73.94111,1
97,3052,40.686312,-73.935775,1
98,3053,40.6900815,-73.94791500000001,1
99,3054,40.6894932,-73.942061,1
100,3055,40.68833370000001,-73.950916,1
101,3056,40.69072549,-73.95133465,1
102,3057,40.69128258,-73.9452416,1
103,3058,40.69237074,-73.93705428,1
104,3059,40.693398200000004,-73.939877,1
105,3060,40.69425403,-73.94626915,1
106,3061,40.69622937,-73.94371094,1
107,3062,40.69539817,-73.94954908,1
108,3063,40.69527008,-73.95238108,1
109,3064,40.69681963,-73.93756926,1
110,3065,40.70029511,-73.95032283,1
111,3066,40.69957608,-73.94708417,1
112,3067,40.7016657,-73.9437303,1
113,3068,40.7031724,-73.940636,1
114,3069,40.70411791,-73.94818595,1
115,307,40.71427487,-73.98990025,1
116,3070,40.70510918,-73.94407279,1
117,3071,40.70538077,-73.94976519,1
118,3072,40.70583339,-73.94644578,1
119,3074,40.70767788,-73.94016171,1
120,3075,40.70708701,-73.95796783,1
121,3076,40.70870368,-73.9448625,1
122,3077,40.70877084,-73.95095259,1
123,3078,40.709248262761605,-73.96063148975371,1
124,308,40.71307916,-73.99851193,1
125,3080,40.709340000000005,-73.95608,1
126,3081,40.711863,-73.944024,1
127,3082,40.71167351,-73.95141312,1
128,3083,40.71247661,-73.94100005,1
129,3085,40.714690000000004,-73.95739,1
130,3086,40.715143,-73.944507,1
131,3087,40.71413311,-73.95234386,1
132,3088,40.7160751,-73.95202900000001,1
133,309,40.7149787,-74.013012,0
134,3092,40.7190095,-73.95852515,1
135,3093,40.71745169,-73.95850939,1
136,3094,40.7169811,-73.94485918,1
137,3095,40.71929301,-73.94500379,1
138,3096,40.71924,-73.95241999999999,1
139,310,40.68926942,-73.98912867,1
140,3100,40.7248125644002,-73.947526216507,1
141,3101,40.72079821,-73.95484712,1
142,3102,40.72179134,-73.95041540000001,1
143,3105,40.724055,-73.955736,1
144,3106,40.72325,-73.94308000000001,1
145,3107,40.72311651,-73.95212324,1
146,3108,40.725570000000005,-73.94434,1
147,3109,40.72606,-73.95621,1
148,311,40.7172274,-73.98802084,1
149,3110,40.72708584,-73.95299117,1
150,3112,40.72906,-73.95779,1
151,3113,40.730259999999994,-73.95394,1
152,3115,40.73232194,-73.9550858,1
153,3116,40.732659999999996,-73.95826,1
154,3117,40.735640000000004,-73.95866,1
155,3118,40.73555,-73.95284000000001,1
156,3119,40.74232744,-73.95411749,1
157,312,40.722055,-73.989111,1
158,3121,40.74524768,-73.94733276,1
159,3122,40.744363287066896,-73.95587325096129,1
160,3123,40.74469738,-73.93540375,1
161,3124,40.74731,-73.95451,1
162,3125,40.74708586,-73.94977234,1
163,3126,40.74718234,-73.9432635,1
164,3127,40.74966,-73.9521,1
165,3128,40.75052534,-73.94594845,1
166,3129,40.75110165,-73.94073717,1
167,313,40.69610226,-73.96751037,1
168,3130,40.75325964,-73.94335788,1
169,3131,40.7671284034954,-73.9622461795807,1
170,3132,40.76350532,-73.97109243,1
171,3134,40.76312584,-73.96526895,1
172,3135,40.77112927,-73.95772297,1
173,3136,40.766368,-73.971518,1
174,3137,40.77282817,-73.96685276,1
175,3139,40.7711828754066,-73.96409422159199,1
176,314,40.69383,-73.990539,1
177,3140,40.77140426,-73.9535166,1
178,3141,40.76500525,-73.95818491,1
179,3142,40.761227399999996,-73.96094022,1
180,3143,40.77632142182271,-73.964273929596,1
181,3145,40.77862688,-73.95772073,1
182,3146,40.77573034,-73.9567526,1
183,3148,40.77565541,-73.95068615,1
184,315,40.70355377,-74.00670227,0
185,3150,40.77536905,-73.94803392,1
186,3151,40.7728384,-73.94989233,1
187,3152,40.76873687,-73.96119945,1
188,3154,40.77314236,-73.95856158,1
189,3155,40.76440023,-73.96648977,1
190,3156,40.76663814,-73.95348296,1
191,3157,40.77518615,-73.94446054,1
192,3158,40.77163851,-73.98261428,1
193,3159,40.77492513,-73.98266566,1
194,316,40.70955958,-74.00653609,1
195,3160,40.77896784,-73.97374737,1
196,3161,40.7801839724239,-73.9772853255272,1
197,3162,40.78339981,-73.98093133,1
198,3163,40.7734066,-73.97782542,1
199,3164,40.7770575,-73.97898475,1
200,3165,40.775793766836706,-73.97620573639871,1
201,3166,40.780577990103296,-73.9856243133545,1
202,3167,40.7796680900731,-73.9809304475784,1
203,3168,40.78472675,-73.96961715,1
204,3169,40.78720869,-73.98128127,1
205,317,40.72453734,-73.98185424,1
206,3170,40.78499979,-73.97283406,1
207,3171,40.78524672,-73.97667321,1
208,3172,40.7785669,-73.97754961,1
209,3173,40.777507027548,-73.98888587951659,1
210,3175,40.77748046,-73.98288594,1
211,3177,40.7867947,-73.977112,1
212,3178,40.78414472,-73.98362492,1
213,3179,40.698617,-73.941342,1
214,3182,40.686931,-74.016966,1
215,319,40.711065999999995,-74.009447,1
216,320,40.717571,-74.005549,1
217,321,40.69991755,-73.98971773,1
218,3221,40.743,-73.93561,1
219,3226,40.78275,-73.97137,1
220,323,40.69236178,-73.98631746,1
221,3231,40.76780080148129,-73.96592080593109,1
222,3232,40.68962188790329,-73.9830426871777,1
223,3233,40.7572456791173,-73.978059142828,0
224,3235,40.752165280622,-73.97992193698879,1
225,3236,40.75898481399629,-73.9937996864319,1
226,324,40.689888,-73.981013,1
227,3241,40.686203000000006,-73.944694,1
228,3242,40.69102925677971,-73.991833627224,1
229,3243,40.758923863777,-73.96226227283479,1
230,3244,40.7314372408523,-73.9949034154415,1
231,3249,40.680356084043396,-73.94767910242079,1
232,325,40.73624527,-73.98473765,1
233,3255,40.7505853470215,-73.9946848154068,0
234,3256,40.7277140777778,-74.011295735836,1
235,3259,40.749370241932795,-73.9992338418961,1
236,326,40.72953837,-73.98426726,1
237,3260,40.7270636334831,-73.99662137031551,1
238,3263,40.729514962249496,-73.990752696991,0
239,327,40.715337899999994,-74.01658354,0
240,328,40.72405549,-74.00965965,1
241,3282,40.78307,-73.95939,1
242,3283,40.7882213,-73.97041561,1
243,3284,40.78141070019,-73.9559590816498,1
244,3285,40.78839,-73.9747,1
245,3286,40.7806284,-73.9521667,1
246,3287,40.789621999999994,-73.97757,1
247,3288,40.778301,-73.9488134,1
248,3289,40.7901794809508,-73.9728891849518,1
249,3290,40.7779453,-73.94604100000001,1
250,3292,40.785785100000005,-73.957481,1
251,3293,40.7921,-73.9739,1
252,3294,40.7835016,-73.955327,1
253,3295,40.791270000000004,-73.964839,1
254,3296,40.7824541752799,-73.94891962409021,1
255,3298,40.686371,-73.99383324,1
256,3299,40.788129999999995,-73.95206,1
257,330,40.71450451,-74.00562789,1
258,3300,40.6651468153379,-73.9763760566711,1
259,3301,40.7919557,-73.968087,1
260,3302,40.7969347,-73.9643412291,1
261,3303,40.6849894,-73.99440329,1
262,3304,40.668127,-73.98377641,1
263,3305,40.7811222993417,-73.9496558904648,1
264,3306,40.666207799999995,-73.98199886,1
265,3307,40.7941654,-73.974124,1
266,3308,40.686175799999994,-73.99645295,1
267,3309,40.7859201,-73.94860294,1
268,331,40.71173107,-73.99193043,1
269,3310,40.663779,-73.98396846,1
270,3312,40.78172120000001,-73.94594000000001,1
271,3313,40.666318100000005,-73.9854617,1
272,3314,40.7937704,-73.971888,1
273,3315,40.684751399999996,-73.99917254,1
274,3317,40.6686273,-73.98700053,1
275,3318,40.7839636,-73.94716729999999,1
276,3319,40.666287,-73.98895053,1
277,332,40.71219906,-73.97948148,1
278,3320,40.7940666081855,-73.9628684520721,1
279,3321,40.683116399999996,-73.99785267,1
280,3322,40.668603000000004,-73.99043940000001,1
281,3323,40.798185600000004,-73.96059090060001,1
282,3324,40.6685455,-73.99333264,1
283,3325,40.7849032,-73.950503,1
284,3327,40.787721399999995,-73.94728331,1
285,3328,40.795,-73.9645,1
286,3329,40.6829151,-73.99318208,1
287,3330,40.672505799999996,-74.00494695,1
288,3331,40.8013434,-73.97114574390001,1
289,3332,40.681990442707,-73.9907902479172,1
290,3333,40.6747055,-74.00755720000001,1
291,3335,40.6772744,-73.98282002,1
292,3336,40.787801,-73.953559,1
293,3337,40.673635513415,-74.0119555592537,1
294,3338,40.786258600000004,-73.94552579,1
295,3339,40.6765304,-73.97846879,1
296,334,40.74238787,-73.99726235,1
297,3341,40.795346,-73.96186,1
298,3342,40.677774799999995,-74.0094613,1
299,3343,40.7997568,-73.9621128676,1
300,3344,40.679043,-74.011169,1
301,3345,40.789485415532205,-73.9524292945862,1
302,3346,40.6751468387098,-73.9752320945263,1
303,3347,40.6773429,-74.01275056,1
304,3348,40.677236,-74.015665,1
305,3349,40.6729679,-73.97087984,1
306,335,40.72903917,-73.99404649,1
307,3350,40.797372100000004,-73.97041192,1
308,3351,40.7869946,-73.94164802,1
309,3352,40.6726724341095,-74.00879524648191,1
310,3354,40.668132,-73.97363831,1
311,3355,40.7680088930595,-73.9684528112412,1
312,3356,40.7746671,-73.98470567,1
313,3357,40.80083629999999,-73.9664492472,1
314,3358,40.671197799999995,-73.97484126,1
315,3359,40.7691572,-73.96703464,1
316,336,40.73047747,-73.99906065,1
317,3360,40.7829391,-73.9786517,1
318,3362,40.7781314,-73.96069399,1
319,3363,40.7904828,-73.95033068,1
320,3364,40.6751622,-73.9814832,1
321,3365,40.67038370000001,-73.97839676,1
322,3366,40.8021174,-73.9681805305,1
323,3367,40.792255299999994,-73.95249933,1
324,3368,40.672815500000006,-73.98352355,1
325,3369,40.7724607,-73.9468208,1
326,337,40.703799200000006,-74.00838676,0
327,3370,40.7727966,-73.95577801,1
328,3372,40.7689738,-73.95482273,1
329,3373,40.675070500000004,-73.98775226,1
330,3374,40.799484,-73.955613,1
331,3375,40.7699426,-73.96060712,1
332,3376,40.7647185194434,-73.96222069859509,1
333,3377,40.6786115,-73.99037292,1
334,3378,40.773763,-73.96222088,1
335,3379,40.790305100000005,-73.94755757,1
336,3381,40.6777287,-73.99364123,1
337,3382,40.680611,-73.99475825,1
338,3383,40.804213,-73.96699104,1
339,3384,40.678724200000005,-73.99599099,1
340,3386,40.6809591,-73.99905709,1
341,3387,40.79343370000001,-73.94945003,1
342,3388,40.6828003,-73.99990419,1
343,3389,40.6830456,-74.00348559,1
344,339,40.72580614,-73.97422494,1
345,3390,40.79329668,-73.9432083,1
346,3391,40.7892529,-73.93956237,1
347,3392,40.681211700000006,-74.00860912,1
348,3393,40.67943270000001,-74.00785041,1
349,3395,40.6763744,-74.00324957,1
350,3396,40.6783563,-74.00014502,1
351,3397,40.6763947,-73.99869893,1
352,3398,40.67469570000001,-73.99785768,1
353,3399,40.6726029815013,-73.9898300170898,1
354,340,40.71269042,-73.98776323,1
355,3400,40.796153499999996,-73.94782145,1
356,3402,40.6902375,-73.99203074,1
357,3403,40.6705135,-73.98876585,1
358,3404,40.670492200000005,-73.98541675,1
359,3405,40.670483600000004,-73.98208968,1
360,3407,40.6790979972168,-73.9876547455788,1
361,3408,40.6881529,-73.99520919,1
362,3409,40.686744299999994,-73.99063168,1
363,341,40.71782143,-73.97628939,1
364,3410,40.686444200000004,-73.98759104,1
365,3411,40.6849668,-73.98620772,1
366,3412,40.6853761,-73.98302136,1
367,3413,40.6827549,-73.98258555,1
368,3414,40.680944723477296,-73.9756733179092,1
369,3415,40.6793307,-73.97519523,1
370,3416,40.67761470000001,-73.97324283,1
371,3417,40.6795766,-73.97854971,1
372,3418,40.675020700000005,-73.97111473,1
373,3419,40.67927879999999,-73.98154004,1
374,342,40.71739973,-73.98016555,1
375,3420,40.6802133,-73.98432695,1
376,3422,40.6859296,-74.00242364,1
377,3423,40.6610633719006,-73.97945255041121,1
378,3424,40.791976,-73.945993,1
379,3425,40.789210499999996,-73.94370784,1
380,3429,40.6850680730818,-73.97790759801859,1
381,343,40.69794,-73.96986848,1
382,3430,40.7190789117956,-73.94223690032959,1
383,3435,40.718821999999996,-73.99596,0
384,3437,40.7931348098666,-73.97700369358058,1
385,344,40.6851443,-73.95380904,1
